id	text	title
11	美国在台协会（AIT）处长孙晓雅（Sandra Oudkirk）19日举行上任后第3次记者会，对于台湾明年大选，她致词时就强调，明年1月台湾举行大选，受到各界高度瞩目与关注，她要再次重申，我们对台湾民主体制、选举程序有充分信心，支持台湾蓬勃民主，期待与2024年选出的领袖合作，“美国不会在大选选边站”，也反对外部势力干预。此次记者会为孙晓雅自2021年7月上任以来之第三场记者会。孙晓雅致词开场之后，接受媒体提问，记者会举行将近1小时。今天媒体出席踊跃，将近40多家中外媒体出席。孙晓雅致词表示，美国与台湾享有坚实非官方关系，共享自由开放具备韧性与包容性的印太地区，与台湾合作推动共享价值，上数种种与美国“一中政策”一致。她表示，自从她在90年代在台湾生活以来，台湾发展为先进经济体和民主社会，美台关系深化，美国对台湾支持坚若磐石，享有跨党派支持。我们会依循美国利益及台湾人民利益深化与台湾往来及连结。我们坚信美国对台湾支持有助维护台海和平，也有助打造稳定印太区域。孙晓雅指出，作为AIT处长有四大目标，第一，支持台湾自我防卫能力；第二，增进全球供应链韧性；第三	重申美国不会在总统大选选边站 孙晓雅：反对外部势力干预
12	媒体报导，国民党总统参选人侯友宜执行长金溥聪犯了“三大错误”，未对侯友宜选情加分，因此可能会被发配边疆。对此，侯友宜竞选办公室19日回应，这根本逻辑不通，纯属无稽之谈，且通篇采不具名报导，内容也多与事实不符。媒体报导，金溥聪今天晚上将赴云林和前云林县长张荣味会面。有国民党前高层指出，金溥聪明明是文宣大将，人和也并不好，又一向瞧不起地方派系，侯友宜竟然要金溥聪去串连地方，显然就是要将金调离文宣前线，发配边疆避风头。侯友宜竞办表示，金溥聪是由侯友宜亲自请托后加入团队，且担任执行长职务，不管文宣、新闻、政策、以及组织等选务，本来就由他来督导指挥，况且拜会重要地方人士，也是选战重要工作，何来“发配边疆”之说？这根本逻辑不通，纯属无稽之谈。侯友宜竞办指出，曾有民进党一名邱姓选战操盘手就曾讲过“金溥聪能跟地方派系互动，是民进党过去输掉的原因”，这便显示金溥聪有能力与绝大多数的地方人士互动良好，这次金溥聪负责选战过程的地方拜会，也都是按规划在进行，而有心人士的见缝插针或造谣生事，其实大可不必，相信最后都会不攻自破。【中评社】【图片为资料照】	传金溥聪发配边疆 侯办：逻辑不通、无稽之谈
13	国民党主席朱立伦今日在中常会上表示，尽管2024党籍参选人侯友宜提出相关希望让台湾年轻人安定、安全、安心过日子的政见，但却看到我们内部的一些不团结或者是纷扰，这让民进党非常开心的庆贺，继续准备迎接胜利。朱立伦呼吁，2024如果我们大家能够团结一致，什么都可能，如果我们不团结、我们分裂了，什么都不可能。国民党今天下午召开中常会，朱立伦在会中再度针对侯友宜选情等相关议题做出以上表示。朱立伦说，相信七年多以前，很多年轻朋友用选票投给了民进党，是期待公平正义、期待翻转台湾。然而，七年多过去，现在却看到年轻人走上街头，面对不公不义的台湾、面对没有希望的未来，甚至有可能无法到职场去打拼，变成要到战场去作战。这么多的年轻朋友走上街头，民进党却兴高采烈地穿着夹克在冷气房当中，谈冷气还不错，相信大家一定感慨良多。朱立伦指出，年轻朋友的怒吼与对公平正义的渴望，希望所有在野的朋友都能听进去，我们大家一起努力，诚如侯友宜所提出，要让年轻朋友好租房、好买房、有好的未来，能够安定、安全、安心的过日子。朱立伦认为，尽管提出这些政见，但却看到我们内部的一些不团结或者是纷扰，这让	全代会前语重心长 朱立伦：党内不团结什么都不可能
14	湖南省长沙市台湾同胞投资企业协会会长林怀被指控2020以招待食宿、提供机票，动员台商返台票投当时的国民党候选人韩国瑜，最高法院依违反总统副总统选举罢免法判林怀3年2月徒刑，褫夺公权4年定谳。对此，中国大陆全国台企联18日指出，台企联会员和广大台商对台湾罔顾事实、政治迫书、滥用司法的无德行为表达严正谴责。台企联18日发表的声明指出，最高法院近日三审驳回林怀等台商案上诉，全案定谳。台企联会员和广大台商对台湾政府罔顾事实、政治迫害、滥用司法的无德行为表达严正谴责。声明强调，台商家在台湾，返台投票是正当合法权利，台商协会是服务在地台商的民间组织，服务协助台商顺利返台行使民主权利是会务职责所在，长沙餐会如台湾选举期间乡亲餐聚无异，投票意向完全由自己决定。不要把台商自发的联谊活动做过度的政治联想与解读。以此为由，枉判林怀3年2个月徒刑，更是让人痛心。如此重刑，公平何在？人心难服！台企联表示，明年初台湾将进行大选投票，此时对2019年事件作出不公判决，显然是别有用心，达到自己不可告人的目的。声明呼吁台湾政府，不要滥用司法、肆意妄为、制造绿色恐怖，撤销判决、还林怀及广大	林怀涉贿选遭判刑 台商协会抨击政治迫害
15	针对中国国民党2024参选人侯友宜邀请马英九前辅选大将金溥聪担任竞选办公室首席执行官，是否与马英九有关?侯友宜竞选办公室今日特别发布新闻稿说明，金溥聪执行长确实是侯市长请托后，答应加入竞选办公室，并非由马英九推荐，有关竞选策略与选务工作等，自然与马英九无涉。不过，金决定加入侯团队后，即向马面报此事，马英九也回应乐观其成。淡江大学中国大陆研究所荣誉教授赵春山昨日接受广播节目专访时透露，金溥聪到侯竞办，跟马英九一点关系都没有。对此说法，前驻新西兰代表介文汲认为，这番话对金来说是很大的警讯，基本上就是马英九在切割金溥聪。此外，对于国民党内“换侯”杂音，金溥聪日前亲上火线直接点名批判。党内也有人质疑是否是马英九授意？金溥聪说明，他在与侯友宜市长见面并决定加入侯团队后，便主动求见马英九，当面向他报告此事。金也向马英九说明，向他面报的原因，就是不希望马英九是透过媒体报导才知道此讯息。而马英九也回应乐观其成，并鼓励金全力以赴。金溥聪并表示，今后外界对他本人若有任何批评指教，皆无须波及马英九。侯友宜竞选办公室再次强调，金溥聪加入侯团队，并非马英九推荐。但马英九一直非常关	金溥聪任执行长 侯竞办：非马英九推荐
16	综合报导，台湾民众党总统参选人柯文哲18日说，“蓝白合”要顺其自然，再拖一、两个月，有时候真的水到渠成；鸿海集团创办人郭台铭的“并购说”让幕僚吓到，现在党内氛围是提到郭台铭就赶快逃。美丽岛电子报董事长吴子嘉日前指出，国民党主席朱立伦与民众党主席兼总统参选人柯文哲已沟通，可能促成蓝白合，11月20日只会有一组总统候选人出来登记。柯文哲上午接受“千秋万事”节目主持人王浅秋专访时表示，他和朱立伦都在问幕僚这消息是怎么来的。他说，没直接跟朱立伦通电话，最后一次见面是一年多前，但幕僚间多少有联系。至于是否有机会“蓝白合”，柯文哲说，顺其自然，再拖一、两个月，有时候真的水到渠成；政治人物是被民意推著在动，但台湾面对极端政治，政党轮替每隔2年就震荡一次，政治结构很不稳定，他认为这是国家危机，很难做长期计划。柯文哲表示，现在跟国民党合作就是某些区域不要提名立委，一定赢或一定输的区域，提名时大家都没压力，但如果是五五波的区域，提名就会有压力，“我一丢人下去，国民党就挂了”，所以很多候选人跑来拜托。	柯文哲谈蓝白合：再拖一、两个月有时真的水到渠成
17	民进党总统参选人赖清德8月将率团出席巴拉圭共和国新任总统贝尼亚就职典礼，并依照往例过境美国。国民党总统参选人、新北市长侯友宜规划8月访日、9月访美；民众党参选人、主席柯文哲目前并未再规划访美，接下来若要出访，会先以安排东南亚为主。历次大选期间，参选人都会安排出访行程，主要是展示给民众看其应对国际关系的能力，特别是访美行程更被政治圈戏称为“面试”，谁能在美国展现其外交手腕，是历次大选主轴之一。根据《中时新闻网》报导，侯友宜也正在规划访日以及访美行程，预计于8月访日，9月访美，现仍在规划协调中。不过，日侨方面已经有传闻侯友宜8月1日会在日本与日侨及台商见面。据报导，侯友宜访美最可能时机是在9月，国民党国际部主任黄介正4月受访时就说过，挺蓝营的全美台湾同乡联谊会准备在今年9月于新泽西举办一场大型年会，希望把蓝营大咖都找去，包括邀请马英九前往。不过，访美最主要是要让参选人有机会到华府去接触美方，跟美方沟通。国民党海外部主任陈以信也表示，侯友宜不管是要访美、还是访日，侨界已经都准备好，他上周已经赴美成立全美侯友宜后援总会筹备会，以及大华府与大纽约地区后援筹备会	出访拼选举 侯友宜规划8月访日、9月访美
18	鸿海集团创办人郭台铭今天到宜兰南方澳南天宫参拜，被问到对于媒体报导“郭台铭访美归后推‘郭柯配’边缘化侯友宜”的看法时先是微笑，接着竖起拇指比赞说“好问题”。随后在工作人员引导下，进入南天宫管理委员会贵宾招待室。郭台铭上午先前往位于宜兰县苏澳镇的蓬莱国小，出席学校棒球队参加国际赛行前加油会，结束后至南天宫参拜。永龄基金会发布新闻稿指出，蓬莱国小少棒队将代表台湾参加“2023美国贝比鲁斯联盟U12世界少棒锦标赛”，校方向政府部门争取补助，但金额不多因此发起募款，郭台铭特别请永龄基金会支持所有的经费缺口，为小选手圆梦。台媒报导，郭台铭上午出席蓬莱国小少棒队行前加油会，接受媒体联访。记者询问，昨天在凯道上台致词时，支持者很热情，甚至有人喊“郭董”当选，参选2024选举是否只剩下与台湾民众党2024参选人柯文哲合作或独立参选这2个选项。郭台铭说，今天是为了棒球，“我在台中场曾经讲过，听听我台中场讲过什么话，我不要再重复了”。郭台铭表示，他走下台与年轻人站在一起，听听年轻人的心声，站在台上致词总觉得比较遥远，他本来要翻过栏杆，后来基于安全顾虑不让他翻，不然他	郭柯配边缘化侯友宜？ 郭台铭：好问题
19	陈国祥／评论七一六凯道集会的主题与主角都是拼凑而成，隐藏于后的用意无非是要帮柯文哲营造非绿龙头形象，柯虽然表现不恶，但侯友宜勇敢赴会，意在不让柯独占非绿鳌头。在此同时，郭台铭全台造势与串连，一句“民意大于党意”道出他独立参选的盘算。如果真的出现四脚鼎立的选局，侯、柯、郭互不相容，抢食非绿大饼，则将不会有“非绿阵营团结下架民进党”的美事，反而可能出现非绿保驾赖清德登上总统宝座的情事。民进党以外的各政治势力还没有整合迹象，非绿根本成不了一个“阵营”，谁都想造成向自己倾斜的弃保效应，而且是“双弃保”，就是另外两个非绿对手的支持者为了下架民进党，都将票集中在自己身上。否则，民进党稳稳有百分之三十五以上的基本盘，在野票源分散的结果就是赖清德当选。国民党最无奈。原先希望将郭台铭拉进蓝营，再去整合柯文哲，形成非绿阵营，而以龙头地位主导未来政局。奈何郭台铭不但不落实原先支持侯友宜的承诺，还为独立参选积极备战。郭台铭自认唯有自己可以将柯文哲整合进来，促成非绿阵营大联盟，但国民党无法舍弃明显居于优势的侯友宜而征召他，他与柯文哲之间迄今也未有结盟共识，所以不肯认输而又自信满满	侯、柯、郭抢当非绿龙头，赖清德有望独占鳌头
20	陈淞山／评论距离明年总统大选还有5个多月，民进党全代会刚通过且确定提名赖清德参选总统，定于一尊的政治声势，完全碾压了内讧内乱不止且民调声势持续垫底的国民党侯友宜。郭台铭可能独立连署参选的政治传言不断，侯友宜与韩国瑜面合心不合的尴尬互动关系又处处被大做文章，再加上民众党柯文哲的40岁以下选民支持强度明显高过赖与侯20％以上的民调气势，导致这场无论是三足鼎立或四脚督选局结构的总统大选，似乎呈现著赖清德稳操胜算的政治发展态势，侯友宜无力可回天，柯文哲独木难撑大局的战局情势。然而，政治始终来自于人性的道理人人都懂，但未必政治操作的结果也都一定往趋吉避凶的政治轨迹发展。明明就是蓝绿争霸五五波的政治战局，为什么就只能眼睁睁地看着变成一方独领风骚，另一方四分五裂的政治情势发展呢？“非绿阵营”的侯友宜从党中央提名之后就开始节节败退，民调声势狂跌不已，60％上下的蓝营支持度让他难以力挽狂澜，韩国瑜的若即若离、郭台铭的以战逼和或换侯操作，都让他遭受到前所未有的政治挑战与折磨，当选机会也就自然越来越加渺茫！郭台铭的不平之鸣与步步进逼，或许是他难以接受朱立伦党主席黑箱作业的征召	总统大选的局与势？
21	赵春山／评论2024年的台湾总统大选，可能是台湾实施总统直选以来，最重要的一次选举，结果不仅影响台湾的生存，甚至延伸到两岸的和战，以及区域和国际地缘政治板块的移动。对民进党来说，这次的选举，不仅是一场政权保卫战，并且希望能胜选，打破台湾政党轮替的先例；对国民党而言，败选的结果就是分裂的开始，面临“名存实亡”的命运。因此，国、民两党都是背水一战，承受“不能输”的压力。但与过去不同，在这次选战正式开打前，选情就不是呈现国、民两党捉对厮杀的局面。民进党的参选人已定于一尊，党内没有杂音，无人挑战赖清德的主帅地位；相反地，侯友宜虽获国民党中央的征召，但因民调支持度的每况愈下，其胜选的可能性不断遭到党内同志的质疑，也使其他蓝营政治领袖及其支持者，萌生取而代之的企图心。更重要的是，民众党主席柯文哲的异军突起，已在国、民两党之外，展现出“第三势力”领袖的实力，也因此打破蓝绿对决的传统格局。各项民调数字显示，处在任何“三脚督”或“四脚督”的情况下，在野党派都无法在选战中获胜。柯文哲的民意支度再高，但“头重脚轻”，也没有强大的组织和足够的粮草，来进行一场“持久战”。国民	国民党2024年总统大选的战术选择
22	综合报导，民进党全代会16日下午在圆山大饭店登场，赖办总干事潘孟安表示，党内各种整合大致完成，对未来选战深具信心，但赖阵营评估到9月开始，中国内容农场、假讯息会陆续出来，若网络战居于下风，将是选情很大挑战。潘孟安表示，16日是为了民进党总统、立委提名起手式，也是全党一年一度的大造势，党内已大致完成整合，至于跟其他的合作部分，都会一直努力不懈。对于选战战战兢兢，也深具信心，不能掉以轻心，因时势多变，面对很多突来的议题，也都谨慎以对。另外，前立委黄国昌、网红“馆长”陈之汉16日在凯道举行“公平正义救台湾”活动，鸿海创办人郭台铭、国民党总统参选人侯友宜、台湾民众党2024参选人柯文哲都出席。潘孟安表示，民进党7月16日全代会几个月前就已经订，不可能因为其他党派、团体游行，改变或缩短内容，对于他们的游行给予祝福，党会常态例行性的工作，不用多疑虑。	2024年选举 潘孟安：党内整合大致完成、示警网络战
23	诉求居住正义、司法改革的716凯道大游行落幕，除了民进党赖清德以外，国民党侯友宜、民众党柯文哲以及鸿海创办人郭台铭3位潜在总统人选，16日皆出席力挺。时代力量前立委黄国昌、网红“馆长”陈之汉16日下午在府前凯道举办“公平正义救台湾”集会游行活动，活动在下午2点开始，分为上、下半场，上半场为长期投入司法正义及居住正义的专家团体NGO进行助讲，下半场则是政党及总统参选人到场回应活动诉求及发表谈话。郭台铭、柯文哲、侯友宜都出席，但彼此王不见王，其中柯、郭2人一度仅有五步之遥，彼此却没有碰面的意思。侯友宜在国民党立委游毓兰、李德维、李贵敏、洪孟楷及立委参选人徐巧芯、叶元之、林金结、李眉蓁等人陪同上台致词，他批评蔡政府司法改革只剩空壳、居住正义也没做好，若都没做事“整组换我来做、侯友宜好好做”！台下却嘘声四起，呛声“太久了啦、下去啦”、“最大在野党监督不周”。就连接在侯友宜后面演讲的时代力量主席王婉谕也点名，身为最大在野党的国民党，却从来不把居住正义当一回事。台下立刻爆出赞声。侯友宜批评，民进党说要公平正义，蔡英文就职典礼时说过司法不让人民相信、司法无法打击犯罪、	716凯道集会 柯文哲、侯友宜、郭台铭王不见王
24	民进党总统参选人、党主席赖清德16日在全代会上致词时表示，代表民进党参选2024年总统，是他生平无上的光荣，自己深知责任重大，不会辜负大家的期待；“民意绝对高于党意”，未来他将在总统蔡英文打下的基础上，既传承又创新，开创台湾的新未来。　民进党16日回到1986年创党的台北圆山饭店举行全代会，赖清德说，今天是他第一次主持全代会，他要感谢全党同志，在过去一段时间，面对一连串的事情，大家以团结的意志支持改革，我们没有要求大局为重，因为最重要的大局是人民的利益、社会的进步，还有国家的未来；我们也没有因为选举，而回避任何的议题，反而果决改革，不管是学伦、黑金、性平等问题，我们都改革党内的规定，健全党内的机制之外，我们也推动修法，将改革的效益推广到整个社会，这个就是民进党在台湾的使命，也是我们应该要执行的事情。我们一定要莫忘“民意绝对高于党意”，这是创党前辈的指引、也是民主的核心价值，更是民进党对台湾社会永远不变的承诺。　赖清德说，近年来，除了各项社会问题持续产生冲击之外，国际情势变化也非常大，包括民主与极权阵营对立越趋于明显、全球产业产业链的重组，板块变化的非常剧烈，	代表民进党选总统很光荣 赖清德承诺“民意绝对高于党意”
25	国民党不分区立委郑丽文最近多次提起“侯下韩上”，遭侯友宜竞办执行长金溥聪呛723全代会前“脓包一定要挤出来”，国民党主席朱立伦上午在苗栗受访表示，努力把大家的力量团结在一起，炮口要对外，让民进党不要这么闲。朱立伦说，赖清德这么闲，民进党就每天为非作歹，做很多特权横行事情，造成很多社会困扰，造成社会的不公不义；这周日有很多民众与侯友宜、很多国民党青年都会站出来，要让民进党知道，民众没办法接受民进党不公不义、特权横行。朱立伦上午行程都在苗栗，第一站在国民党苗栗县第二选区（山线）立委参选人、苗栗市长邱镇军陪同，到头份永贞宫参拜祈福，第二站到苗栗县政府拜会无党苗栗县长钟东锦、中午到苗栗县议会与苗栗县党籍议员暨乡镇市长座谈。 针对金溥聪“挤脓包”说，朱立伦第一站受访提到，民进党主席赖清德称决战七局后，现在只打到第一、第二局，赖直接讲七局后，可见他这几局都闲着，只要制造国民党内哄、让国民党乱，这是它们的目的、最开心的事。朱立伦盼侯友宜与立委选举，一定要政党轮替、国会过半，让民众过好日子。外传地方党部可能对不听话者祭出党纪？朱立伦说，还是用呼吁、劝说的方式	金溥聪脓包说惹议 朱立伦吁炮口对外：别让赖清德太闲
